Eigenvector Count,Signal Matrix Type,Model Matrix Type,MSE
6,M_moebiusLaplacian,M_laplacianDirected,0.0662750120671472
6,M_moebiusLaplacian,M_normalizedLaplacianDirected,0.07265984402602482
6,M_moebiusLaplacian,M_moebius,0.03738223308336553
6,M_moebiusLaplacian,M_moebiusLaplacian,0.0762709964659896
6,M_moebiusLaplacian,M_modifiedMoebius,0.042291569019226004
6,M_moebiusLaplacian,M_shiftUndirected,0.028964481608145562
6,M_moebiusLaplacian,M_laplacianUndirected,0.03616768148028832
6,M_moebiusLaplacian,M_normalizedLaplacianUndirected,0.04049387834763336
6,M_moebiusLaplacian,M_leftNormalizedLaplacian,0.04465096196502044
6,M_moebiusLaplacian,M_incidence,0.026752659928443195
6,M_moebiusLaplacian,M_normalizedIncidence,0.04554465593972462
6,M_modifiedMoebius,M_shiftDirected,0.06652786601311726
6,M_modifiedMoebius,M_laplacianDirected,0.06524377224450337
6,M_modifiedMoebius,M_normalizedLaplacianDirected,0.06992687688960283
6,M_modifiedMoebius,M_moebius,0.038849492651869266
6,M_modifiedMoebius,M_moebiusLaplacian,0.06815406956194044
6,M_modifiedMoebius,M_modifiedMoebius,0.053431005636277555
6,M_modifiedMoebius,M_shiftUndirected,0.0573646406659577
6,M_modifiedMoebius,M_laplacianUndirected,0.03565480138617297
6,M_modifiedMoebius,M_normalizedLaplacianUndirected,0.047058982946475425
6,M_modifiedMoebius,M_leftNormalizedLaplacian,0.0846416475533632
6,M_modifiedMoebius,M_incidence,0.02889604094712723
6,M_modifiedMoebius,M_normalizedIncidence,0.029046110112650174
6,M_shiftUndirected,M_shiftDirected,0.0829298951894076
6,M_shiftUndirected,M_laplacianDirected,0.08830449444942101
6,M_shiftUndirected,M_normalizedLaplacianDirected,0.08136816403840018
6,M_shiftUndirected,M_moebius,0.06092317811771356
6,M_shiftUndirected,M_moebiusLaplacian,0.08918752172104592
6,M_shiftUndirected,M_modifiedMoebius,0.052282502535599025
6,M_shiftUndirected,M_shiftUndirected,0.03292131100187423
6,M_shiftUndirected,M_laplacianUndirected,0.05892382878905068
6,M_shiftUndirected,M_normalizedLaplacianUndirected,0.06335201674076266
6,M_shiftUndirected,M_leftNormalizedLaplacian,0.06511190246670713
6,M_shiftUndirected,M_incidence,0.036780450354076
6,M_shiftUndirected,M_normalizedIncidence,0.050362935179654116
6,M_laplacianUndirected,M_shiftDirected,0.05421855463995073
6,M_laplacianUndirected,M_laplacianDirected,0.066961898630332
6,M_laplacianUndirected,M_normalizedLaplacianDirected,0.07059689401253794
6,M_laplacianUndirected,M_moebius,0.03845739656600685
6,M_laplacianUndirected,M_moebiusLaplacian,0.06739630348354583
6,M_laplacianUndirected,M_modifiedMoebius,0.030237500969883552
6,M_laplacianUndirected,M_shiftUndirected,0.04426839360362714
6,M_laplacianUndirected,M_laplacianUndirected,0.03908160348617336
6,M_laplacianUndirected,M_normalizedLaplacianUndirected,0.05299675024932824
6,M_laplacianUndirected,M_leftNormalizedLaplacian,0.04694222396298818
6,M_laplacianUndirected,M_incidence,0.025530000207123277
6,M_laplacianUndirected,M_normalizedIncidence,0.02727141780760826
6,M_normalizedLaplacianUndirected,M_shiftDirected,0.05596973061910186
6,M_normalizedLaplacianUndirected,M_laplacianDirected,0.06766361293069693
6,M_normalizedLaplacianUndirected,M_normalizedLaplacianDirected,0.0787450403486771
6,M_normalizedLaplacianUndirected,M_moebius,0.050170691045590646
6,M_normalizedLaplacianUndirected,M_moebiusLaplacian,0.0680717714070594
6,M_normalizedLaplacianUndirected,M_modifiedMoebius,0.038260961835568284
6,M_normalizedLaplacianUndirected,M_shiftUndirected,0.029011347935404063
6,M_normalizedLaplacianUndirected,M_laplacianUndirected,0.03239358864984606
6,M_normalizedLaplacianUndirected,M_normalizedLaplacianUndirected,0.05819161465041793
6,M_normalizedLaplacianUndirected,M_leftNormalizedLaplacian,0.06746893985650441
6,M_normalizedLaplacianUndirected,M_incidence,0.027561338041741712
6,M_normalizedLaplacianUndirected,M_normalizedIncidence,0.04755633590896685
6,M_leftNormalizedLaplacian,M_shiftDirected,0.056864944610373544
6,M_leftNormalizedLaplacian,M_laplacianDirected,0.065587806415953
6,M_leftNormalizedLaplacian,M_normalizedLaplacianDirected,0.07540992813483484
6,M_leftNormalizedLaplacian,M_moebius,0.034832217249623994
6,M_leftNormalizedLaplacian,M_moebiusLaplacian,0.06634535155411404
6,M_leftNormalizedLaplacian,M_modifiedMoebius,0.027252798672137434
6,M_leftNormalizedLaplacian,M_shiftUndirected,0.0365624063732457
6,M_leftNormalizedLaplacian,M_laplacianUndirected,0.029765717922111773
6,M_leftNormalizedLaplacian,M_normalizedLaplacianUndirected,0.05539703260432015
6,M_leftNormalizedLaplacian,M_leftNormalizedLaplacian,0.03836496552266157
6,M_leftNormalizedLaplacian,M_incidence,0.024766170760285464
6,M_leftNormalizedLaplacian,M_normalizedIncidence,0.030187927831745613
6,M_incidence,M_shiftDirected,0.06761681077334984
6,M_incidence,M_laplacianDirected,0.06622001678914403
6,M_incidence,M_normalizedLaplacianDirected,0.06837548848593102
6,M_incidence,M_moebius,0.028365118662496813
6,M_incidence,M_moebiusLaplacian,0.07406793494455995
6,M_incidence,M_modifiedMoebius,0.033358437308119264
6,M_incidence,M_shiftUndirected,0.03944049043586932
6,M_incidence,M_laplacianUndirected,0.033331743428152094
6,M_incidence,M_normalizedLaplacianUndirected,0.04245759763612413
6,M_incidence,M_leftNormalizedLaplacian,0.047681295160963665
6,M_incidence,M_incidence,0.03029043170678743
6,M_incidence,M_normalizedIncidence,0.034053126599140573
6,M_normalizedIncidence,M_shiftDirected,0.05440911389004771
6,M_normalizedIncidence,M_laplacianDirected,0.08393002420435015
6,M_normalizedIncidence,M_normalizedLaplacianDirected,0.08454238293298345
6,M_normalizedIncidence,M_moebius,0.05231398316425542
6,M_normalizedIncidence,M_moebiusLaplacian,0.07882162918245261
6,M_normalizedIncidence,M_modifiedMoebius,0.043425527295317706
6,M_normalizedIncidence,M_shiftUndirected,0.028747706687850934
6,M_normalizedIncidence,M_laplacianUndirected,0.043759282037180415
6,M_normalizedIncidence,M_normalizedLaplacianUndirected,0.08403591423425968
6,M_normalizedIncidence,M_leftNormalizedLaplacian,0.04955246184611059
6,M_normalizedIncidence,M_incidence,0.04255316712561795
6,M_normalizedIncidence,M_normalizedIncidence,0.06301690490778712
10,M_shiftDirected,M_shiftDirected,0.0618615666990021
10,M_shiftDirected,M_laplacianDirected,0.108478689431991
10,M_shiftDirected,M_normalizedLaplacianDirected,0.09229212623951441
10,M_shiftDirected,M_moebius,0.061304968344547885
10,M_shiftDirected,M_moebiusLaplacian,0.11089881426594854
10,M_shiftDirected,M_modifiedMoebius,0.062211146436818486
10,M_shiftDirected,M_shiftUndirected,0.048007960384550186
10,M_shiftDirected,M_laplacianUndirected,0.07597333277051009
10,M_shiftDirected,M_normalizedLaplacianUndirected,0.0625761130409303
10,M_shiftDirected,M_leftNormalizedLaplacian,0.08780600974796908
10,M_shiftDirected,M_incidence,0.05010396967109621
10,M_shiftDirected,M_normalizedIncidence,0.058527479942047086
10,M_laplacianDirected,M_shiftDirected,0.096335902780267
10,M_laplacianDirected,M_laplacianDirected,0.08285532691157528
10,M_laplacianDirected,M_normalizedLaplacianDirected,0.08985242441505709
10,M_laplacianDirected,M_moebius,0.06830600328470321
10,M_laplacianDirected,M_moebiusLaplacian,0.09219875897587977
10,M_laplacianDirected,M_modifiedMoebius,0.07165930933348165
10,M_laplacianDirected,M_shiftUndirected,0.06467683661320903
10,M_laplacianDirected,M_laplacianUndirected,0.0488309098869856
10,M_laplacianDirected,M_normalizedLaplacianUndirected,0.07511192740805075
10,M_laplacianDirected,M_leftNormalizedLaplacian,0.06930935646735886
10,M_laplacianDirected,M_incidence,0.04299787455853489
10,M_laplacianDirected,M_normalizedIncidence,0.0472427505362465
10,M_normalizedLaplacianDirected,M_shiftDirected,0.06115387173868042
10,M_normalizedLaplacianDirected,M_laplacianDirected,0.08559914421681497
10,M_normalizedLaplacianDirected,M_normalizedLaplacianDirected,0.08180616049414689
10,M_normalizedLaplacianDirected,M_moebius,0.05882819968461663
10,M_normalizedLaplacianDirected,M_moebiusLaplacian,0.11262947340329577
10,M_normalizedLaplacianDirected,M_modifiedMoebius,0.0532067594097975
10,M_normalizedLaplacianDirected,M_shiftUndirected,0.04798082290778815
10,M_normalizedLaplacianDirected,M_laplacianUndirected,0.04955780731056799
10,M_normalizedLaplacianDirected,M_normalizedLaplacianUndirected,0.07661041765238744
10,M_normalizedLaplacianDirected,M_leftNormalizedLaplacian,0.06195240185745787
10,M_normalizedLaplacianDirected,M_incidence,0.03918138733462742
10,M_normalizedLaplacianDirected,M_normalizedIncidence,0.04691247342148978
10,M_moebius,M_shiftDirected,0.06463139521360518
10,M_moebius,M_laplacianDirected,0.08955194808760454
10,M_moebius,M_normalizedLaplacianDirected,0.08599534509589492
10,M_moebius,M_moebius,0.04740351937455425
10,M_moebius,M_moebiusLaplacian,0.09167651349590267
10,M_moebius,M_modifiedMoebius,0.04675412402116206
10,M_moebius,M_shiftUndirected,0.05382498085548101
10,M_moebius,M_laplacianUndirected,0.04965016634427101
